Code;Art;Gruppe;Element;Berechnungsart
833;Ver-/Entsorgung;Leitungen;Fahrleitung;-
834;Ver-/Entsorgung;Leitungen;Fernmelde;-
835;Ver-/Entsorgung;Leitungen;Signal;-
836;Ver-/Entsorgung;Leitungen;Fernwärme;-
837;Ver-/Entsorgung;Leitungen;Heizung;-
838;Ver-/Entsorgung;Leitungen;Öl;-
839;Ver-/Entsorgung;Leitungen;Gas;-
840;Ver-/Entsorgung;Leitungen;Luft;-
841;Ver-/Entsorgung;Leitungen;Produktenfernl;-
842;Ver-/Entsorgung;Leitungen;Abwasser;-
843;Ver-/Entsorgung;Leitungen;Wasser;-
845;Ver-/Entsorgung;Leitungen;oberirdisch;-
848;Ver-/Entsorgung;Leitungen;Leitung_unterirdisch;-
850;Ver-/Entsorgung;Masten;Mast_allgemein;-
851;Ver-/Entsorgung;Masten;Holzmast;-
852;Ver-/Entsorgung;Masten;Betonmast;-
853;Ver-/Entsorgung;Masten;Stahlrohrmast;-
854;Ver-/Entsorgung;Masten;Stahlgittermast;-
855;Ver-/Entsorgung;Masten;Fahrleitungsmast;-
856;Ver-/Entsorgung;Masten;Hochspannungsmast;-
857;Ver-/Entsorgung;Masten;Funkmast;-
858;Ver-/Entsorgung;Masten;Anker;-
859;Ver-/Entsorgung;Masten;schräger Stützmast;-
860;Ver-/Entsorgung;Lampe;Lampe_allgemein;-
861;Ver-/Entsorgung;Lampe;Lampe_Holzmast;-
862;Ver-/Entsorgung;Lampe;Lampe_Betonmast;-
863;Ver-/Entsorgung;Lampe;Lampe_Stahlrohrmast;-
864;Ver-/Entsorgung;Lampe;Lampe_Stahlgittermast;-
865;Ver-/Entsorgung;Lampe;Laterne_elektrisch;-
866;Ver-/Entsorgung;Lampe;Laterne_Gas;-
867;Ver-/Entsorgung;Lampe;Lampe_am_Gebäude;-
868;Ver-/Entsorgung;Lampe;Scheinwerfer;-
870;Ver-/Entsorgung;E-Anlagen;E_Anlagen_allgemein;-
871;Ver-/Entsorgung;E-Anlagen;Schaltschrank;-
872;Ver-/Entsorgung;E-Anlagen;Schalthaus;-
874;Ver-/Entsorgung;E-Anlagen;Trafo;-
875;Ver-/Entsorgung;Stein;Kabel_Merkstein;-
876;Ver-/Entsorgung;Stein;Merktafel_Säule;-
880;Ver-/Entsorgung;Bahntechnik / Balisen;Balise;-
881;Ver-/Entsorgung;Bahntechnik / Balisen;500Hz_Magnet;-
882;Ver-/Entsorgung;Bahntechnik / Balisen;1000_2000Hz_Magnt;-
883;Ver-/Entsorgung;Bahntechnik / Balisen;S-Magnet;-
884;Ver-/Entsorgung;Bahntechnik / Balisen;LZB-Technik;-
885;Ver-/Entsorgung;Bahntechnik / Balisen;EOW-Technik;-
886;Ver-/Entsorgung;Bahntechnik / Balisen;Isolierstoß_rechts;-
887;Ver-/Entsorgung;Bahntechnik / Balisen;Isolierstoß_links;-
888;Ver-/Entsorgung;Bahntechnik / Balisen;Isolierstoß_beidseitig;-
890;Ver-/Entsorgung;Bahntechnik / Balisen;BÜ-Tafel;-
891;Ver-/Entsorgung;Bahntechnik / Balisen;HET_Schalter;-
892;Ver-/Entsorgung;Bahntechnik / Balisen;Schleife_BÜ;-
900;Nutzungsarten;Laubbäume;Gehölz;-
901;Nutzungsarten;Laubbäume;Laubbaum_Ø=0,1m;-
902;Nutzungsarten;Laubbäume;Laubbaum_Ø=0,2m;-
903;Nutzungsarten;Laubbäume;Laubbaum_Ø=0,3m;-
904;Nutzungsarten;Laubbäume;Laubbaum_Ø=0,4m;-
905;Nutzungsarten;Laubbäume;Laubbaum_Ø=0,5m;-
906;Nutzungsarten;Laubbäume;Laubbaum_Ø=0,6m;-
907;Nutzungsarten;Laubbäume;Laubbaum_Ø=0,7m;-
908;Nutzungsarten;Laubbäume;Laubbaum_Ø=0,8m;-
909;Nutzungsarten;Laubbäume;Laubbaum_Ø=0,9 m;-
910;Nutzungsarten;Laubbäume;Laubbaum_Ø=1,0m;-
911;Nutzungsarten;Laubbäume;Laubbaum_Ø=1,1m;-
912;Nutzungsarten;Laubbäume;Laubbaum_Ø=1,2m;-
913;Nutzungsarten;Laubbäume;Laubbaum_Ø=1,3m;-
914;Nutzungsarten;Laubbäume;Laubbaum_Ø=1,4m;-
915;Nutzungsarten;Laubbäume;Laubbaum_Ø=1,5m;-
916;Nutzungsarten;Laubbäume;Laubbaum_Ø>1,5m;-
917;Nutzungsarten;Laubbäume;besonderer Baum;-
918;Nutzungsarten;Laubbäume;Baumreihe_Laub;-
919;Nutzungsarten;Laubbäume;Laubwald;-
920;Nutzungsarten;Mischwald;Mischwald;-
921;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=0,1m;-
922;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=0,2m;-
923;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=0,3m;-
924;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=0,4m;-
925;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=0,5m;-
926;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=0,6m;-
927;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=0,7m;-
928;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=0,8m;-
929;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=0,9m;-
930;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=1,0m;-
931;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=1,1m;-
932;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=1,2m;-
933;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=1,3m;-
934;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=1,4m;-
935;Nutzungsarten;Nadelbäume;Nadelbaum_Ø=1,5m;-
936;Nutzungsarten;Nadelbäume;Nadelbaum_Ø>1,5m;-
937;Nutzungsarten;Nadelbäume;besonderer_Baum;-
938;Nutzungsarten;Nadelbäume;Baumreihe_Nadel;-
939;Nutzungsarten;Nadelbäume;Nadelwald;-
940;Nutzungsarten;Nutzungsarten (Flächen);Nutzarten_allgemein;-
941;Nutzungsarten;Nutzungsarten (Flächen);Parkanlage;-
942;Nutzungsarten;Nutzungsarten (Flächen);Friedhof;-
943;Nutzungsarten;Nutzungsarten (Flächen);Garten;-
945;Nutzungsarten;Nutzungsarten (Flächen);Grünland;-
946;Nutzungsarten;Nutzungsarten (Flächen);Weingarten;-
947;Nutzungsarten;Nutzungsarten (Flächen);Hopfenpflanzung;-
948;Nutzungsarten;Nutzungsarten (Flächen);Brachland;-
949;Nutzungsarten;Nutzungsarten (Flächen);Heide;-
950;Nutzungsarten;Nutzungsarten (Flächen);Schilf;-
951;Nutzungsarten;Nutzungsarten (Flächen);Torf;-
952;Nutzungsarten;Nutzungsarten (Flächen);Steinbruch;-
953;Nutzungsarten;Nutzungsarten (Flächen);Parkplatz;-
954;Nutzungsarten;Nutzungsarten (Flächen);Baumschule;-
955;Nutzungsarten;Nutzungsarten (Flächen);Kleingartenanlage;-
956;Nutzungsarten;Nutzungsarten (Flächen);Campingplatz;-
957;Nutzungsarten;Nutzungsarten (Flächen);Ackerland;-
958;Nutzungsarten;Nutzungsarten (Flächen);Unland;-
959;Nutzungsarten;Nutzungsarten (Flächen);Hofraum;-
960;Nutzungsarten;Nutzungsarten (Flächen);Lagerplatz;-
961;Nutzungsarten;Nutzungsarten (Flächen);Bahngelände;-
970;Gewässer;Gewässer;Gewässer_allgemein;-
971;Gewässer;Gewässer;Wassergraben;-
972;Gewässer;Gewässer;Kanal;-
973;Gewässer;Gewässer;Fluß;-
974;Gewässer;Gewässer;See_Teich;-
975;Geländeformen;Geländeformen;Grube;-
976;Geländeformen;Geländeformen;Fels;-
977;Geländeformen;Geländeformen;Hochpunkt;-
978;Geländeformen;Geländeformen;Tiefpunkt;-
979;Geländeformen;Geländeformen;Höhenlinie;-
980;Geländeformen;Böschung;Böschung_UK_deutlich;-
981;Geländeformen;Böschung;Böschung_OK;-
982;Geländeformen;Böschung;Böschung_UK_undeutl;-
983;Geländeformen;Böschung;Böschung_OK;-
984;Geländeformen;Böschung;Böschung_UK_Schutt;-
985;Geländeformen;Böschung;Böschung_OK_Schutt;-
986;Geländeformen;Böschung;Böschung_UK_Pflaster;-
987;Geländeformen;Böschung;Böschung_OK_Pflaster;-
988;Geländeformen;Böschung;schmaler_Damm;-
989;Geländeformen;Böschung;schmaler_Graben;-
990;Geländeformen;Böschung;Nullpunkt;-
991;Geländeformen;Querprofil;Schwelle;-
992;Geländeformen;Querprofil;Schiene;-
993;Geländeformen;Querprofil;Schotter;-
994;Geländeformen;Querprofil;Planum;-
995;Geländeformen;Querprofil;Geländepunkt;-
996;Geländeformen;Querprofil;Punkt_übereinander_zuerst;-
997;Geländeformen;Querprofil;Punkt_übereinander_danach;-
999;Geländeformen;Querprofil;siehe Feldriss;-
